order_id,transaction_id,User_ID,Product_ID,quantity,Final_Price(Rs.),net_revenue,date_id,Payment_Method,payment_id,shipping_cost,order_status,order_total,Price (Rs.),Discount_Percent
2594,6594,02fb8772,ee387572-7,2,29.3,58.6,1,Net Banking,3,13.92,Delivered,615.07,29.3,0.0
2594,6594,064a90e8,9d2666f1-9,1,361.39,361.39,162,Debit Card,2,13.92,Delivered,615.07,451.74,20.0
2594,6594,abdb1e26,07fa6d99-0,1,195.08,195.08,274,Credit Card,4,13.92,Delivered,615.07,278.69,30.0
2595,6595,4bd454f2,816750a6-2,1,200.77,200.77,38,Cash on Delivery,5,10.17,Delivered,437.29,286.82,30.0
2595,6595,a5466420,f95ba60a-d,2,118.26,236.52,268,Debit Card,2,10.17,Delivered,437.29,147.82,20.0
2596,6596,a3b19153,611e47e6-7,3,412.89,1238.67,40,UPI,1,5.52,Returned,1647.66,458.77,10.0
2596,6596,4f842250,9b4f9de2-1,1,408.99,408.99,160,Debit Card,2,5.52,Returned,1647.66,481.16,15.0
2597,6597,e2b06600,949b68fc-4,1,22.42,22.42,120,Credit Card,4,13.12,Delivered,22.42,28.03,20.01
2598,6598,a5ed8855,92411baa-e,2,149.57,299.14,8,Credit Card,4,10.82,Delivered,461.14,186.96,20.0
2598,6598,83bef224,0a6ec1de-5,2,81.0,162.0,108,Net Banking,3,10.82,Delivered,461.14,95.3,15.01
2599,6599,7ced0b56,4b0562d6-6,1,78.44,78.44,80,UPI,1,6.52,Delivered,1022.25,156.89,50.0
2599,6599,4d08b875,210baeee-c,1,227.39,227.39,237,Debit Card,2,6.52,Delivered,1022.25,252.65,10.0
2599,6599,8db7dbb7,a28d5119-1,2,358.21,716.42,74,Credit Card,4,6.52,Delivered,1022.25,377.06,5.0
2600,6600,c5481eba,408988b0-2,1,358.89,358.89,140,Net Banking,3,17.03,Cancelled,358.89,358.89,0.0
2601,6601,e9fc3b5d,9b92d58e-1,4,317.43,1269.72,143,UPI,1,18.73,Delivered,1509.18,352.7,10.0
2601,6601,244380ac,2f2961d7-2,3,79.82,239.46,236,UPI,1,18.73,Delivered,1509.18,99.78,20.0
2602,6602,a4b13791,98898541-4,1,401.0,401.0,191,UPI,1,16.35,Delivered,401.0,471.77,15.0
2603,6603,c0452a94,6dd487cc-4,2,217.35,434.7,167,Debit Card,2,17.34,Delivered,725.3399999999999,217.35,0.0
2603,6603,65fc7b42,c11cf3e8-4,1,290.64,290.64,243,Cash on Delivery,5,17.34,Delivered,725.3399999999999,305.94,5.0
2604,6604,b85d890a,78c2c072-a,2,195.12,390.24,263,Cash on Delivery,5,8.25,Delivered,390.24,229.55,15.0
2605,6605,df836a74,803ed1ef-4,2,320.08,640.16,314,Credit Card,4,8.95,Delivered,640.16,336.93,5.0
2606,6606,2a238fbc,eb398faf-6,1,239.66,239.66,10,UPI,1,8.13,Delivered,239.66,319.55,25.0
2607,6607,6aa4872f,ee1c7116-f,3,175.0,525.0,162,Credit Card,4,16.48,Delivered,1331.4,184.21,5.0
2607,6607,cb22dc9d,966fffa4-8,2,403.2,806.4,94,Debit Card,2,16.48,Delivered,1331.4,424.42,5.0
2608,6608,d2522951,0bec836e-1,3,235.46,706.38,196,UPI,1,19.22,Delivered,706.38,470.92,50.0
2609,6609,03dcfbb3,f0250a8a-1,1,235.25,235.25,192,Cash on Delivery,5,15.75,Delivered,375.82,294.06,20.0
2609,6609,ea94aad2,2dca1666-7,1,140.57,140.57,196,Debit Card,2,15.75,Delivered,375.82,147.97,5.0
2610,6610,2f4b4df8,fbc99468-d,2,96.96,193.92,317,Net Banking,3,18.22,Delivered,1671.24,107.73,10.0
2610,6610,0580edce,af0a95ad-9,4,369.33,1477.32,191,Credit Card,4,18.22,Delivered,1671.24,461.66,20.0
2611,6611,2f09e4cc,8a364fb0-9,1,130.75,130.75,299,Cash on Delivery,5,14.58,Delivered,259.65999999999997,174.34,25.0
2611,6611,878d3714,b41deede-e,1,22.41,22.41,92,UPI,1,14.58,Delivered,259.65999999999997,24.9,10.0
2611,6611,13fcb9dd,90a62e58-d,1,106.5,106.5,304,Net Banking,3,14.58,Delivered,259.65999999999997,213.0,50.0
2612,6612,7b6ea10a,9a49cb15-7,1,53.15,53.15,252,Debit Card,2,10.81,Cancelled,98.35,53.15,0.0
2612,6612,188c6595,07874128-1,2,22.6,45.2,188,Cash on Delivery,5,10.81,Cancelled,98.35,22.6,0.0
2613,6613,3ffa9cc6,8961518f-6,2,370.37,740.74,278,Debit Card,2,11.39,Cancelled,1908.5,493.82,25.0
2613,6613,8ab3d142,fb8bb5e4-d,4,26.6,106.4,199,Cash on Delivery,5,11.39,Cancelled,1908.5,35.47,25.01
2613,6613,8f30f97d,6b4b6852-a,2,414.8,829.6,117,Debit Card,2,11.39,Cancelled,1908.5,460.89,10.0
2613,6613,ceb520d0,563623c6-f,1,231.76,231.76,35,Debit Card,2,11.39,Cancelled,1908.5,309.01,25.0
2614,6614,360ae88b,0950f467-5,2,280.82,561.64,161,Net Banking,3,6.13,Delivered,561.64,330.38,15.0
2615,6615,9af56311,8556e66c-8,2,54.34,108.68,217,Debit Card,2,5.47,Delivered,1048.81,67.93,20.01
2615,6615,e05135b9,b376b897-5,4,123.37,493.48,68,Cash on Delivery,5,5.47,Delivered,1048.81,145.14,15.0
2615,6615,02d317f1,7951f51e-0,1,123.4,123.4,37,Debit Card,2,5.47,Delivered,1048.81,129.89,5.0
2615,6615,9c7914f5,7c011ded-7,1,323.25,323.25,159,Net Banking,3,5.47,Delivered,1048.81,340.26,5.0
2616,6616,0e01ba85,fc24fdb7-0,1,240.51,240.51,216,Credit Card,4,15.43,Delivered,240.51,481.03,50.0
2617,6617,6908d999,cbeb110c-d,1,157.81,157.81,314,Cash on Delivery,5,11.58,Delivered,157.81,197.26,20.0
2618,6618,9663a01a,3e6d5f1a-6,1,429.27,429.27,25,Credit Card,4,13.28,Delivered,518.65,476.97,10.0
2618,6618,b94ce497,b5cae03d-2,2,44.69,89.38,143,Debit Card,2,13.28,Delivered,518.65,47.04,5.0
2619,6619,0410a28c,ed21c448-4,2,32.07,64.14,219,Net Banking,3,13.36,Delivered,64.14,37.73,15.0
2620,6620,863700b9,5f14d968-6,1,238.94,238.94,252,Debit Card,2,9.16,Cancelled,535.24,341.35,30.0
2620,6620,ce00318c,749b802c-a,1,296.3,296.3,166,Debit Card,2,9.16,Cancelled,535.24,395.07,25.0
2621,6621,a151d3b5,159dca37-7,3,77.31,231.93,276,Net Banking,3,12.14,Cancelled,231.93,154.62,50.0
2622,6622,08b2f5ea,8cd97b59-d,1,296.17,296.17,142,UPI,1,12.06,Delivered,296.17,329.08,10.0
2623,6623,39065b8b,ad70a3a7-d,1,157.63,157.63,266,UPI,1,10.83,Delivered,157.63,225.18,30.0
2624,6624,9d02cd04,0c58c336-9,1,186.01,186.01,180,Debit Card,2,17.31,Cancelled,543.0799999999999,232.51,20.0
2624,6624,98e3cfed,fbc2def3-3,1,55.7,55.7,192,Debit Card,2,17.31,Cancelled,543.0799999999999,65.53,15.0
2624,6624,35f185be,62fa448b-9,1,301.37,301.37,8,Credit Card,4,17.31,Cancelled,543.0799999999999,301.37,0.0
2625,6625,25a0d325,e526dc06-e,2,254.59,509.18,216,Cash on Delivery,5,11.77,Cancelled,1830.9,267.99,5.0
2625,6625,4715f106,b9d88d0b-9,4,330.43,1321.72,210,Net Banking,3,11.77,Cancelled,1830.9,388.74,15.0
2626,6626,c6d36874,46b7b3a3-0,2,338.15,676.3,134,Net Banking,3,14.05,Returned,676.3,422.69,20.0
2627,6627,0aa5caf4,0e8cfebd-e,1,46.11,46.11,229,UPI,1,18.43,Delivered,46.11,46.11,0.0
2628,6628,1171aed4,fa178a1a-9,1,418.54,418.54,24,UPI,1,17.99,Delivered,1559.53,440.57,5.0
2628,6628,5e123a81,7780976a-a,3,37.43,112.29,3,Debit Card,2,17.99,Delivered,1559.53,44.04,15.01
2628,6628,905c8be8,c979e542-7,3,331.74,995.22,33,Credit Card,4,17.99,Delivered,1559.53,473.91,30.0
2628,6628,1e2104bf,5be334f3-b,1,33.48,33.48,130,Cash on Delivery,5,17.99,Delivered,1559.53,41.85,20.0
2629,6629,b18caa07,9e01f018-3,1,209.08,209.08,30,UPI,1,18.36,Delivered,472.3200000000001,298.68,30.0
2629,6629,5f990d55,b73fbc73-a,2,131.62,263.24,115,Cash on Delivery,5,18.36,Delivered,472.3200000000001,146.25,10.0
2630,6630,9a1fa943,81899877-0,1,169.01,169.01,163,Credit Card,4,9.05,Delivered,169.01,177.91,5.0
2631,6631,5dee981a,fe8c0849-5,1,143.31,143.31,228,Credit Card,4,5.52,Delivered,164.7,168.6,15.0
2631,6631,c6a2892f,7321f69d-6,1,21.39,21.39,65,UPI,1,5.52,Delivered,164.7,30.56,30.01
2632,6632,fdb03abd,408cde63-b,1,314.63,314.63,317,Debit Card,2,8.92,Delivered,314.63,449.47,30.0
2633,6633,9a4c4cd0,e3c44ef7-d,1,89.13,89.13,296,Debit Card,2,9.18,Cancelled,89.13,118.84,25.0
2634,6634,1d431cd4,e63d4065-9,1,126.06,126.06,75,UPI,1,18.64,Cancelled,126.06,126.06,0.0
2635,6635,97f8db88,6b482634-f,1,12.33,12.33,227,Credit Card,4,14.74,Delivered,196.29,17.62,30.02
2635,6635,28b4e804,ca4b2436-d,2,91.98,183.96,158,Credit Card,4,14.74,Delivered,196.29,96.82,5.0
2636,6636,cea988f2,102b9ab9-f,2,258.99,517.98,223,Cash on Delivery,5,6.23,Cancelled,517.98,287.77,10.0
2637,6637,e9be0cb1,aa3dbf64-5,1,207.06,207.06,31,Net Banking,3,7.03,Delivered,207.06,276.08,25.0
2638,6638,af1453cd,c92d975b-0,3,430.52,1291.56,217,Debit Card,2,7.34,Delivered,1291.56,478.35,10.0
2639,6639,8487fbc7,60fcaed7-7,1,145.2,145.2,184,Cash on Delivery,5,14.46,Delivered,450.47,152.84,5.0
2639,6639,363fe23b,713d5f95-d,1,305.27,305.27,191,Debit Card,2,14.46,Delivered,450.47,321.34,5.0
2640,6640,1a2e9e50,d1247110-6,1,185.91,185.91,34,Debit Card,2,16.03,Delivered,1022.07,371.81,50.0
2640,6640,10b6a453,8c735cf6-6,2,418.08,836.16,162,Debit Card,2,16.03,Delivered,1022.07,418.08,0.0
2641,6641,fffca9db,260967ac-3,1,83.55,83.55,151,Credit Card,4,17.89,Delivered,83.55,111.4,25.0
2642,6642,8e9b857f,dee40ad7-9,1,278.6,278.6,65,Credit Card,4,19.11,Delivered,961.75,309.55,10.0
2642,6642,12ae16a2,70fce63e-6,2,196.2,392.4,221,UPI,1,19.11,Delivered,961.75,245.25,20.0
2642,6642,36cd4e86,3d9f2988-2,1,290.75,290.75,125,Debit Card,2,19.11,Delivered,961.75,342.06,15.0
2643,6643,9b9e991f,55159488-d,2,225.2,450.4,195,Net Banking,3,8.03,Delivered,1498.08,281.5,20.0
2643,6643,1d800681,13a0fb92-0,2,79.22,158.44,301,Cash on Delivery,5,8.03,Delivered,1498.08,79.22,0.0
2643,6643,2f96ad99,75c9c188-a,4,222.31,889.24,116,UPI,1,8.03,Delivered,1498.08,317.59,30.0
2644,6644,117c47ed,5c0b6596-f,1,427.95,427.95,157,Cash on Delivery,5,9.65,Delivered,446.97,475.5,10.0
2644,6644,9ec98fc0,edae5249-0,1,19.02,19.02,326,Debit Card,2,9.65,Delivered,446.97,25.36,25.0
2645,6645,70c9df00,521bae69-4,4,311.15,1244.6,286,Debit Card,2,8.6,Returned,2672.47,444.5,30.0
2645,6645,99f7c009,1518f397-4,2,350.63,701.26,171,Credit Card,4,8.6,Returned,2672.47,389.59,10.0
2645,6645,94cce708,a73807ae-d,2,256.42,512.84,65,Debit Card,2,8.6,Returned,2672.47,256.42,0.0
2645,6645,e03911fb,bdcbf1db-5,1,213.77,213.77,104,Debit Card,2,8.6,Returned,2672.47,285.03,25.0
2646,6646,dc708102,9fecbeb4-1,1,99.66,99.66,130,Cash on Delivery,5,10.38,Delivered,99.66,104.9,5.0
2647,6647,e9ad7995,a41c5d52-d,1,124.0,124.0,14,Cash on Delivery,5,18.72,Delivered,124.0,248.01,50.0
2648,6648,1e5bd791,3bf1badc-6,1,259.12,259.12,181,UPI,1,13.63,Delivered,259.12,345.49,25.0
2649,6649,6894c5b0,96ef0dc9-6,1,85.07,85.07,240,UPI,1,16.07,Delivered,237.1,106.34,20.0
2649,6649,32b21e58,184903ed-3,1,152.03,152.03,43,Debit Card,2,16.07,Delivered,237.1,168.92,10.0
2650,6650,cf41f109,3836d72c-2,1,39.76,39.76,246,Cash on Delivery,5,12.35,Delivered,290.48,46.78,15.01
2650,6650,fb8277c8,3c7eedc9-a,1,250.72,250.72,173,Credit Card,4,12.35,Delivered,290.48,250.72,0.0
2651,6651,925cb565,c95968a6-3,1,346.0,346.0,127,UPI,1,5.43,Delivered,346.0,384.44,10.0
2652,6652,885b4e30,c355955a-7,1,52.42,52.42,28,Net Banking,3,5.96,Delivered,648.57,61.67,15.0
2652,6652,d6e6e405,3f2757b0-5,1,291.55,291.55,71,Debit Card,2,5.96,Delivered,648.57,364.44,20.0
2652,6652,51333644,0ded6d51-b,1,304.6,304.6,196,Debit Card,2,5.96,Delivered,648.57,338.44,10.0
2653,6653,04c82cbe,5e363698-2,1,436.53,436.53,22,Net Banking,3,13.07,Delivered,554.0699999999999,436.53,0.0
2653,6653,d0d5cc3f,c5b6f5f8-7,1,117.54,117.54,271,Debit Card,2,13.07,Delivered,554.0699999999999,146.93,20.0
2654,6654,c250ce58,0a113398-3,2,201.49,402.98,148,UPI,1,15.78,Delivered,621.6,402.97,50.0
2654,6654,6839399d,0d81cb5b-8,1,218.62,218.62,173,Net Banking,3,15.78,Delivered,621.6,291.5,25.0
2655,6655,c8d53642,bac908ce-6,2,45.87,91.74,43,Cash on Delivery,5,8.23,Delivered,91.74,57.34,20.0
2656,6656,87d45064,a586b34e-9,3,158.79,476.37,182,UPI,1,15.83,Delivered,1393.69,226.85,30.0
2656,6656,77dc4e1e,13dfffe6-c,2,362.81,725.62,146,Net Banking,3,15.83,Delivered,1393.69,426.84,15.0
2656,6656,c49a098e,7f0a5173-a,1,191.7,191.7,294,Net Banking,3,15.83,Delivered,1393.69,255.6,25.0
2657,6657,8f87ab8c,c1cbbee6-d,1,322.58,322.58,247,Cash on Delivery,5,17.16,Cancelled,322.58,460.83,30.0
2658,6658,20a19ba6,4a32c0a0-8,2,79.59,159.18,163,Debit Card,2,11.18,Delivered,1338.42,99.49,20.0
2658,6658,23e711df,b683ba73-5,4,294.81,1179.24,47,Net Banking,3,11.18,Delivered,1338.42,421.16,30.0
2659,6659,1b4424dd,0de24149-d,4,26.57,106.28,3,Net Banking,3,16.2,Delivered,106.28,33.21,19.99
2660,6660,19dd37b0,5fa64fe3-8,1,41.53,41.53,35,UPI,1,11.06,Cancelled,41.53,41.53,0.0
2661,6661,d1616d3c,a302d39c-0,2,151.87,303.74,8,Net Banking,3,15.18,Delivered,895.42,202.49,25.0
2661,6661,9a717b4e,12ca96d3-8,3,78.6,235.8,158,UPI,1,15.18,Delivered,895.42,92.47,15.0
2661,6661,74f2811d,ab632513-b,2,177.94,355.88,307,Credit Card,4,15.18,Delivered,895.42,237.25,25.0
2662,6662,f422fc68,34e02965-3,1,96.54,96.54,314,Cash on Delivery,5,16.46,Delivered,568.86,107.27,10.0
2662,6662,310ecc50,fddffc2e-9,1,472.32,472.32,127,Debit Card,2,16.46,Delivered,568.86,472.32,0.0
2663,6663,d6e39245,c534d5aa-5,1,223.25,223.25,135,Net Banking,3,19.88,Returned,223.25,446.49,50.0
2664,6664,56c6e554,f477647f-5,1,114.31,114.31,85,Credit Card,4,10.18,Delivered,2314.87,163.3,30.0
2664,6664,03eadaf0,74a43ff7-2,2,225.98,451.96,274,Net Banking,3,10.18,Delivered,2314.87,265.86,15.0
2664,6664,3ccd93cb,df7fe53a-3,4,437.15,1748.6,65,Debit Card,2,10.18,Delivered,2314.87,485.72,10.0
2665,6665,eaca4fa0,d31d0123-a,3,134.87,404.61,314,Credit Card,4,11.17,Delivered,404.61,168.59,20.0
2666,6666,d4aea824,0c8235e6-1,1,316.03,316.03,81,Credit Card,4,7.48,Cancelled,316.03,395.04,20.0
2667,6667,58e5b2b1,2029492d-a,2,346.24,692.48,45,UPI,1,8.06,Cancelled,692.48,384.71,10.0
2668,6668,0f8a805d,513edd5b-a,1,116.06,116.06,7,Net Banking,3,15.4,Delivered,561.3199999999999,116.06,0.0
2668,6668,9e576059,f825c098-f,2,222.63,445.26,148,Net Banking,3,15.4,Delivered,561.3199999999999,296.84,25.0
2669,6669,192f4b21,2dc07f56-1,2,155.77,311.54,224,Credit Card,4,18.76,Delivered,433.3200000000001,222.53,30.0
2669,6669,82df795e,21cd54a6-b,1,121.78,121.78,223,Net Banking,3,18.76,Delivered,433.3200000000001,173.97,30.0
2670,6670,d960a0a3,a955efd5-3,1,87.7,87.7,41,Credit Card,4,10.92,Delivered,87.7,87.7,0.0
2671,6671,faf193a9,3b35362c-0,1,51.1,51.1,300,UPI,1,7.7,Delivered,51.1,56.78,10.0
2672,6672,de4cdcdd,411c40d9-1,1,20.39,20.39,62,Cash on Delivery,5,9.28,Delivered,236.71999999999997,40.78,50.0
2672,6672,e57a5769,ab788e03-9,3,72.11,216.33,91,UPI,1,9.28,Delivered,236.71999999999997,96.15,25.0
2673,6673,00812bf1,c0d8e8ab-4,1,192.83,192.83,56,Cash on Delivery,5,11.83,Delivered,324.65,214.26,10.0
2673,6673,b2423a79,6a9e51ec-b,1,131.82,131.82,323,Debit Card,2,11.83,Delivered,324.65,146.47,10.0
2674,6674,8b885340,5a4c2797-7,1,496.82,496.82,289,Debit Card,2,9.36,Delivered,1723.37,496.82,0.0
2674,6674,83cbac12,4767f4f9-a,3,408.85,1226.5500000000002,56,Cash on Delivery,5,9.36,Delivered,1723.37,430.37,5.0
2675,6675,320a04c7,12dec9d2-a,1,141.81,141.81,264,Net Banking,3,8.5,Cancelled,141.81,202.59,30.0
2676,6676,121bdf3e,a0354415-2,1,163.61,163.61,251,Credit Card,4,16.04,Cancelled,163.61,192.48,15.0
2677,6677,73c7af6b,a72d9534-6,2,402.37,804.74,318,Net Banking,3,5.12,Returned,1013.52,402.37,0.0
2677,6677,1a4639c6,9822591f-3,1,208.78,208.78,95,UPI,1,5.12,Returned,1013.52,417.57,50.0
2678,6678,7152cc07,85f214bf-1,1,443.99,443.99,201,Credit Card,4,13.09,Cancelled,782.1700000000001,493.32,10.0
2678,6678,415b6195,939d5107-f,2,27.27,54.54,297,Debit Card,2,13.09,Cancelled,782.1700000000001,34.09,20.01
2678,6678,ecaeb17c,f355dbeb-0,1,283.64,283.64,7,Credit Card,4,13.09,Cancelled,782.1700000000001,315.16,10.0
2679,6679,fcb88b64,5dd58cd8-2,3,282.89,848.67,201,Credit Card,4,16.91,Delivered,848.67,353.61,20.0
2680,6680,b2eb65f3,76ca9c3c-c,1,25.89,25.89,12,Debit Card,2,8.99,Delivered,414.2,28.77,10.01
2680,6680,918a4789,3cb64c8f-3,1,388.31,388.31,109,Debit Card,2,8.99,Delivered,414.2,431.46,10.0
2681,6681,cf924ab8,8cc9674f-9,1,161.64,161.64,33,Net Banking,3,14.05,Delivered,161.64,161.64,0.0
2682,6682,551167cb,e66c1407-e,2,353.08,706.16,273,Debit Card,2,15.03,Delivered,953.16,353.08,0.0
2682,6682,b622561c,adf77823-5,1,121.84,121.84,273,Credit Card,4,15.03,Delivered,953.16,243.69,50.0
2682,6682,8bb4ff21,e4e13f0f-d,1,125.16,125.16,310,Credit Card,4,15.03,Delivered,953.16,250.31,50.0
2683,6683,349248b9,a64f4cc1-1,1,335.03,335.03,87,Credit Card,4,14.83,Delivered,529.93,352.66,5.0
2683,6683,028809d1,e59dd1ef-7,1,194.9,194.9,286,Credit Card,4,14.83,Delivered,529.93,243.62,20.0
2684,6684,3da3aba7,e3508600-6,2,65.94,131.88,230,Cash on Delivery,5,11.69,Delivered,131.88,82.43,20.0
2685,6685,c66e0a5f,634aa8eb-d,3,394.82,1184.46,7,Credit Card,4,10.2,Cancelled,1184.46,394.82,0.0
2686,6686,2589f4a9,e1afb191-5,2,241.97,483.94,252,Debit Card,2,17.54,Delivered,653.23,483.93,50.0
2686,6686,c3a6ef65,a3a6c3c3-5,1,169.29,169.29,62,Debit Card,2,17.54,Delivered,653.23,199.16,15.0
2687,6687,d79e7736,bb922b32-8,1,39.85,39.85,152,Cash on Delivery,5,16.38,Delivered,39.85,53.13,25.0
2688,6688,c246cba9,ede349c0-3,2,45.98,91.96,219,Cash on Delivery,5,9.82,Delivered,91.96,51.09,10.0
2689,6689,611f07b5,62b4ee7a-6,4,150.27,601.08,187,Net Banking,3,6.55,Delivered,601.08,187.84,20.0
2690,6690,4f915eae,18dbb72e-4,1,352.62,352.62,219,Credit Card,4,6.08,Delivered,352.62,352.62,0.0
2691,6691,48091eea,8baecb87-6,1,71.16,71.16,325,Net Banking,3,6.41,Delivered,101.65,71.16,0.0
2691,6691,192edd4e,bf98ce15-f,1,30.49,30.49,58,Credit Card,4,6.41,Delivered,101.65,33.88,10.01
2692,6692,2f0e0bd3,ebcf582e-0,1,189.05,189.05,164,Net Banking,3,13.74,Delivered,189.05,236.31,20.0
2693,6693,1885865d,36e91c9a-3,1,187.07,187.07,92,Credit Card,4,5.77,Delivered,1428.0199999999998,207.86,10.0
2693,6693,4458ab6a,4462097e-3,3,413.65,1240.9499999999998,9,Debit Card,2,5.77,Delivered,1428.0199999999998,459.61,10.0
2694,6694,c9984620,7c754cd4-b,1,265.3,265.3,166,Net Banking,3,10.05,Delivered,265.3,294.78,10.0
2695,6695,c6a0ee2a,2e82b12b-e,1,405.05,405.05,283,Cash on Delivery,5,16.3,Delivered,405.05,476.53,15.0
2696,6696,5f6aef16,4e87d04b-b,1,183.45,183.45,230,Net Banking,3,9.42,Returned,521.5799999999999,203.83,10.0
2696,6696,4851e157,80b52540-7,3,112.71,338.13,298,Debit Card,2,9.42,Returned,521.5799999999999,161.02,30.0
2697,6697,20797b76,2a8fff8b-4,1,495.02,495.02,190,Debit Card,2,16.45,Delivered,896.88,495.02,0.0
2697,6697,ddcb54d3,eb72dd01-6,1,401.86,401.86,237,Net Banking,3,16.45,Delivered,896.88,423.01,5.0
2698,6698,63536a72,eff5b46d-f,1,196.81,196.81,28,Credit Card,4,16.18,Cancelled,196.81,218.68,10.0
2699,6699,e8a5a7d6,19ebba70-8,1,251.23,251.23,31,Debit Card,2,8.69,Delivered,628.17,264.45,5.0
2699,6699,6e91de44,28ca7dce-f,2,188.47,376.94,189,UPI,1,8.69,Delivered,628.17,269.25,30.0
2700,6700,57db9bf5,0adf42d6-e,1,327.53,327.53,217,UPI,1,15.93,Delivered,393.28,327.53,0.0
2700,6700,95cda985,d6276dee-6,1,65.75,65.75,103,Credit Card,4,15.93,Delivered,393.28,65.75,0.0
2701,6701,6f4d3f42,d9bd76af-a,2,290.73,581.46,256,UPI,1,16.22,Delivered,2218.38,323.03,10.0
2701,6701,dd88caa9,346ca473-d,1,356.47,356.47,78,Cash on Delivery,5,16.22,Delivered,2218.38,475.29,25.0
2701,6701,5767f51e,db7d8ba8-a,1,444.98,444.98,61,Cash on Delivery,5,16.22,Delivered,2218.38,444.98,0.0
2701,6701,7a0ac843,1cc77022-7,3,278.49,835.47,33,Net Banking,3,16.22,Delivered,2218.38,397.84,30.0
2702,6702,5790d253,383c3aab-0,1,71.16,71.16,4,UPI,1,10.96,Delivered,1002.44,74.9,4.99
2702,6702,ec022a3c,cb932ccc-5,2,465.64,931.28,235,Debit Card,2,10.96,Delivered,1002.44,465.64,0.0
2703,6703,ed4b302d,ecd83830-9,2,217.77,435.54,163,Cash on Delivery,5,8.16,Delivered,435.54,241.97,10.0
2704,6704,049740b6,2ef97479-4,4,90.39,361.56,145,UPI,1,12.82,Delivered,361.56,95.15,5.0
2705,6705,515c7dbf,5c344a6e-b,1,199.86,199.86,64,Credit Card,4,18.82,Returned,307.08000000000004,222.07,10.0
2705,6705,3a3e2372,1c112403-d,1,107.22,107.22,220,Debit Card,2,18.82,Returned,307.08000000000004,107.22,0.0
2706,6706,84c8da13,f6e1973d-d,1,129.11,129.11,114,Credit Card,4,14.59,Delivered,407.33,135.91,5.0
2706,6706,a0b8e39d,5f7c41ee-8,1,66.28,66.28,281,Debit Card,2,14.59,Delivered,407.33,69.77,5.0
2706,6706,c222c42b,cb999c1d-3,1,211.94,211.94,108,Net Banking,3,14.59,Delivered,407.33,282.59,25.0
2707,6707,e0b80ab2,d9c29578-e,4,349.94,1399.76,113,Credit Card,4,7.59,Delivered,2134.46,499.91,30.0
2707,6707,96aad22f,ce2e6997-2,3,244.9,734.7,76,Cash on Delivery,5,7.59,Delivered,2134.46,489.79,50.0
2708,6708,0888b113,9cb987d3-7,1,52.27,52.27,44,Credit Card,4,15.24,Delivered,52.27,74.67,30.0
2709,6709,4f561f14,22ba3bc0-4,1,193.68,193.68,46,UPI,1,11.41,Delivered,582.03,203.87,5.0
2709,6709,41b3b567,07df35b4-9,1,309.09,309.09,224,Cash on Delivery,5,11.41,Delivered,582.03,386.36,20.0
2709,6709,417cac60,71cdea9f-6,3,26.42,79.26,60,UPI,1,11.41,Delivered,582.03,31.08,14.99
2710,6710,3aec426f,267985bd-2,1,52.25,52.25,40,Cash on Delivery,5,13.87,Delivered,52.25,74.64,30.0
2711,6711,6cf8be42,d8179c70-9,1,46.41,46.41,132,Credit Card,4,16.01,Delivered,46.41,46.41,0.0
2712,6712,543db6cb,047680b7-4,3,457.16,1371.48,246,Debit Card,2,12.72,Delivered,1371.48,481.22,5.0
2713,6713,22f0569f,f812b493-1,1,283.14,283.14,214,Cash on Delivery,5,17.21,Delivered,283.14,353.92,20.0
2714,6714,fd4c3384,2cfa9ec7-0,2,106.84,213.68,154,Debit Card,2,15.83,Delivered,827.7,152.63,30.0
2714,6714,abc4d497,1e61b452-a,1,95.53,95.53,49,UPI,1,15.83,Delivered,827.7,191.05,50.0
2714,6714,8f46fab4,5ff948e9-e,2,152.38,304.76,240,UPI,1,15.83,Delivered,827.7,190.47,20.0
2714,6714,ae1e6f3f,0d1afa5d-a,1,213.73,213.73,277,Debit Card,2,15.83,Delivered,827.7,267.16,20.0
2715,6715,8cef3e84,06f04616-9,1,80.81,80.81,105,Net Banking,3,14.23,Delivered,80.81,107.75,25.0
2716,6716,6211b620,1be63723-a,4,180.77,723.08,140,Net Banking,3,7.26,Delivered,1510.7,200.86,10.0
2716,6716,3f6b72a8,476cb286-2,2,393.81,787.62,190,UPI,1,7.26,Delivered,1510.7,463.31,15.0
2717,6717,3b6187d3,936b1b79-4,1,137.33,137.33,121,Credit Card,4,17.54,Delivered,137.33,196.18,30.0
2718,6718,f92a5812,273ceb78-0,1,304.09,304.09,102,UPI,1,19.04,Delivered,304.09,405.45,25.0
2719,6719,b4391d08,27d825b4-e,1,332.06,332.06,94,Debit Card,2,7.05,Delivered,608.77,390.66,15.0
2719,6719,7936042d,78871f14-5,2,15.06,30.12,210,Net Banking,3,7.05,Delivered,608.77,18.83,20.02
2719,6719,dce09756,2708706b-f,1,246.59,246.59,72,UPI,1,7.05,Delivered,608.77,246.59,0.0
2720,6720,f8578999,edb15fad-1,2,118.93,237.86,296,UPI,1,12.32,Delivered,621.22,158.57,25.0
2720,6720,d7f9020a,55edee38-f,1,383.36,383.36,48,UPI,1,12.32,Delivered,621.22,383.36,0.0
2721,6721,2dbdb640,d1a4dd43-b,1,273.85,273.85,104,Cash on Delivery,5,8.88,Delivered,273.85,273.85,0.0
2722,6722,0b32dc6f,919b53bb-2,2,315.55,631.1,314,Debit Card,2,16.32,Delivered,852.5,350.61,10.0
